序号,作者昵称,讨论标题,回应数,帖子网址
1096,垃圾人,有没有性格老实腼腆、不善言辞、长相中下的自卑废物,15,https://www.douban.com/group/topic/178368987/
1097,あおもり,有没有人和我一样 为了保持一个稍微好看的gpa付出了很多精力 以至于没有时间去为未来做准备,89,https://www.douban.com/group/topic/176671797/
1098,。,想分享一个每次极度绝望的时候都会看一看的帖子,40,https://www.douban.com/group/topic/176992870/
1099,渭北春天树,永远不要放弃明天会好一点的希望,2,https://www.douban.com/group/topic/178716142/
1100,Dorae,985退学复读，也许不值得，但可能是唯一一次可以倒退重来的时光了,72,https://www.douban.com/group/topic/176599088/
1101,上辈子是个榴莲,根本不存在“好”的专业吧,141,https://www.douban.com/group/topic/176479316/
1102,已注销,小语种的小镇做题家们有没有出国留学的打算,25,https://www.douban.com/group/topic/178206940/
1103,YAGAMI,我们￼five是不是大多数都属于脸皮薄/怕麻烦人的类型,91,https://www.douban.com/group/topic/177243981/
1104,今年四十八,如果父母问你别人混的那么好那么好，而你为什么这么差要怎么回答,17,https://www.douban.com/group/topic/178408054/
1105,nameless,考研尤其二战 是不是真的给人很大的成长,12,https://www.douban.com/group/topic/178617612/
1106,三闾保卫处干事,[新人报道]top2的我人生前20年的大起大落,203,https://www.douban.com/group/topic/176151203/
1107,马赛克藝術家,本five老被人说“学生气”过重咋办,59,https://www.douban.com/group/topic/177378134/
1108,西雅图夜未眠,怎么才能在读研期间不废物呢？,25,https://www.douban.com/group/topic/178122785/
1109,乔里来来,请问那些家庭条件不好的985 211，后来都怎么样了(新传狗激情顶贴,240,https://www.douban.com/group/topic/176392425/
1110,当归不识草,我们five是不是总觉得与人交往就是资源交换，因为自己five没什么可交换的，所以也不好意思拜托别人,39,https://www.douban.com/group/topic/177603373/
1111,柠檬茶,已知自己是个five 所以接下来的时光就是快乐躺平,6,https://www.douban.com/group/topic/178953668/
1112,笨蛋笨蛋要快乐,没绩点，没作品的985广告five的暑期寻找实习记录帖,15,https://www.douban.com/group/topic/178468863/
1113,阿九,毕业五年，复盘下这么多年踩过的坑,27,https://www.douban.com/group/topic/177905748/
1114,可乐要加冰,我们不是丧丧的组望周知,5,https://www.douban.com/group/topic/178963001/
1115,瑟斯迪安那堡,小镇做题家+内向+不漂亮,70,https://www.douban.com/group/topic/177133714/
1116,时命乃大谬,本科新闻还有必要继续考硕士吗,126,https://www.douban.com/group/topic/176795226/
1117,我不等你了,我好喜欢这个组,74,https://www.douban.com/group/topic/176970707/
1118,Lexie,大家有没有年龄焦虑,57,https://www.douban.com/group/topic/177489564/
1119,kiku,没有目标感，不敢试错，是不是小镇做题家陷入five困境的原因,9,https://www.douban.com/group/topic/178436599/
1120,wwww,打算留学已经gap一年又要面临再gap一年的无业小five的就业选择,23,https://www.douban.com/group/topic/178194730/
1121,祖安小猫咪,自己是five的结论到底是怎么得出来的呢？,68,https://www.douban.com/group/topic/177324959/
1122,吐鲁番十字架,想问问大家拖延太严重怎么办？,19,https://www.douban.com/group/topic/178226583/
1123,二喜💯,吐槽#经历 还有比txl双重身份的小镇做题家更废物的吗,132,https://www.douban.com/group/topic/176663249/
1124,fmoanl,分享一些在我迷茫时安慰或激励过我的书和剧,43,https://www.douban.com/group/topic/177417264/
1125,Lita,“小镇”做题家？98年人大毕业女生成为山区5个孩子的母亲,13,https://www.douban.com/group/topic/177979582/
1126,Unstoppable,有没有今年应届但是还没找到工作的...,46,https://www.douban.com/group/topic/177613251/
1127,晚风,当年脑子进的水，如今涌泉相报变成了海,142,https://www.douban.com/group/topic/176732569/
1128,Paprika,我想探讨一下上学年龄早的小镇做题家这个话题以及一些我觉得很差劲的家庭教育,106,https://www.douban.com/group/topic/176720140/
1129,✤,媒体fiver看到隔壁帖子感觉好扎心,19,https://www.douban.com/group/topic/178238225/
1130,学奴,再上一次大学能够挽救我这一生吗？,5,https://www.douban.com/group/topic/178932033/
1131,可伊,希望所有five在大一大二时都不要自暴自弃,1,https://www.douban.com/group/topic/179288137/
1132,壬十四,引用教员的一段话,3,https://www.douban.com/group/topic/178657890/
1133,芊手破新橙,考研失败的医学five来打破大家对医学的幻想,51,https://www.douban.com/group/topic/177466581/
1134,彼时无待,一个曾经top2天坑专业five的自述,20,https://www.douban.com/group/topic/177297347/
1135,青椒肉丝,工作四年FW的一点心得体会,4,https://www.douban.com/group/topic/178590529/
1136,一杯冷萃咖啡,小镇做题家的父母难道不大都是工薪阶层吗？,41,https://www.douban.com/group/topic/177611606/
1137,三分饱,垃圾专业不取消留着申请非遗嘛,25,https://www.douban.com/group/topic/178065656/
1138,克里斯托弗,对于小镇做题家而言，如果一年想赚个大几十百来万供房买车很简单，相比成功踏入金融圈的辛苦和难度，做一名小镇卖货家，也许是更大可能性的出路？,70,https://www.douban.com/group/topic/176893846/
1139,nanami15,小语种five心得分享,24,https://www.douban.com/group/topic/177289087/
1140,江湖骗子,你们有未来的目标吗，留下帖子十年二十年后再来看吧,92,https://www.douban.com/group/topic/177117721/
1141,🐽,永远活在被评价的监狱中,3,https://www.douban.com/group/topic/179038289/
1142,废物本肥,有在四大做牛做马的吗,42,https://www.douban.com/group/topic/177605708/
1143,已注￳销,看着朋友圈一片恭喜不敢点赞不敢说话,102,https://www.douban.com/group/topic/176656262/
1144,灰灰小,虽然很废但是一定要保持胃口,11,https://www.douban.com/group/topic/178247955/
1145,今月典,一人一条自己成了five的原因吧,321,https://www.douban.com/group/topic/175897094/
1146,啊喔咦诶哦,毕业季焦虑睡不着,9,https://www.douban.com/group/topic/178234259/
1147,内牛满面,心比天高，能力不足的研究生five，因为疫情在家太久导致亲子关系破裂……,15,https://www.douban.com/group/topic/178326203/
1148,江湖骗子,毕业生在吗，你们身边的室友都怎么样了？,15,https://www.douban.com/group/topic/178322465/
1149,Amiae,过去的顺遂会带来更大的问题：top3小语种毕业成为five的历程,29,https://www.douban.com/group/topic/177702279/
1150,我去趟果园,拖延症越来越厉害了并且养成了一个坏习惯，做事情的时候总是一心二用，写东西必须听歌，听书的时候要刷刷微博，不然就很烦,27,https://www.douban.com/group/topic/177833833/
1151,草莓饼干曲奇味,大家心中的top3到底是哪所？,122,https://www.douban.com/group/topic/176884581/
1152,洋葱小鱿,19届大龄女生文科硕士的出路在哪里,65,https://www.douban.com/group/topic/177243170/
1153,heyheyhey,985应该直接工作还是读研？,92,https://www.douban.com/group/topic/176948754/
1154,莫小宝,不成熟建议——新开个985成功人士经验分享/工作交流组,26,https://www.douban.com/group/topic/177793273/
1155,存真。,双非重本大二退学,35,https://www.douban.com/group/topic/177435843/
1156,李青桐,想去兼职做淘宝主播,3,https://www.douban.com/group/topic/178983008/
1157,菇菇,小镇做题家+教师家庭+INFP,20,https://www.douban.com/group/topic/177987389/
1158,PlaceboMaker,建筑学废物的焦虑,127,https://www.douban.com/group/topic/176568333/
1159,用户不存在,five们有没有觉得父母很不上进的,32,https://www.douban.com/group/topic/177771386/
1160,七指,进厂or考公or二战？,69,https://www.douban.com/group/topic/177149848/
1161,山有小口,被人艳羡的小镇做题家二战调剂➕突如其来的疾病,14,https://www.douban.com/group/topic/178336953/
1162,Shrudnskfhgfks,每个命运关口的选择都选错了,29,https://www.douban.com/group/topic/177799394/
1163,三俗居士,跨考追梦一败涂地，走出阴霾决定重新开始,123,https://www.douban.com/group/topic/176413198/
1164,🥚🐣🐥🐤🐔,解压反而成为堕落和逃避的方式,5,https://www.douban.com/group/topic/178531883/
1165,？？？,有没有和我一样一个学长学姐都不认识，完全无处咨询的人啊,49,https://www.douban.com/group/topic/177466806/
1166,临江居,积极型Five？,9,https://www.douban.com/group/topic/178524636/
1167,小弥,延毕、抑郁、考研失败，家里蹲废物报道,171,https://www.douban.com/group/topic/176402823/
1168,Articaine,自暴自弃医学生（其实像是纯发泄贴）,149,https://www.douban.com/group/topic/176310522/
1169,小w,大学三年彻底精神崩溃,183,https://www.douban.com/group/topic/175943619/
1170,看灯,法学专业出国经历吐槽,38,https://www.douban.com/group/topic/177607799/
1171,nanami15,复盘一下至今为止的人生——在堕落的边缘反复横跳,34,https://www.douban.com/group/topic/177069350/
1172,泼茶香,是不是从小被要求靠自己，失去了求助的能力?,17,https://www.douban.com/group/topic/177745923/
1173,月光倾城,本小组有人询问做地产中介如何，我发个亲身体验,9,https://www.douban.com/group/topic/177987388/
1174,nanami15,废物自救黄金指南【6.24更新成长型思维】,3,https://www.douban.com/group/topic/178710380/
1175,·,各位five是怎样丧失好胜心的？,33,https://www.douban.com/group/topic/177710332/
1176,金智仁,又又又又被说xx大学来我们这儿干啥,72,https://www.douban.com/group/topic/176537149/
1177,Rachel,放弃保研，二战北大仍失败的five,53,https://www.douban.com/group/topic/177341353/
1178,ifelse,讨论&咨询｜大家的原生家庭怎么样,82,https://www.douban.com/group/topic/177101030/
1179,乔里来来,都在说小镇做题家，有没有不擅长考试的小镇小聪明混子,109,https://www.douban.com/group/topic/176604446/
1180,August_xxxx,组里兄弟姐妹有没有学会计的？,52,https://www.douban.com/group/topic/177425243/
1181,小河有姜,想问问大家会和我一样经常有些不切实际的想法吗,94,https://www.douban.com/group/topic/176716360/
1182,湖江骗子,five女子工作5年干黄3家公司，影视行业冰点被裁，开始寻找第4家（内附影视类面试详情供参考）完结,47,https://www.douban.com/group/topic/177367044/
1183,食爱少女,一个抑郁的农村做题five,30,https://www.douban.com/group/topic/177739402/
1184,来自星辰大海,此刻发现自己是废物 未必是件坏事 即使你正经历着人生的最痛苦的时刻,3,https://www.douban.com/group/topic/178757123/
1185,克里斯托弗,设想：如果一帮小镇做题家，万一组建了一家公司，会有什么奇妙的化反？！,89,https://www.douban.com/group/topic/176844627/
1186,🎤,对商科 生理性恶心/看不见未来,55,https://www.douban.com/group/topic/176870702/
1187,宝纹鲨404,【新人报道】211毕业一直家里蹲，现在准备三战,123,https://www.douban.com/group/topic/176195131/
1188,玉米,是不是没有大城市做题家,17,https://www.douban.com/group/topic/177996008/
1189,予桉的男友,睡眠小调查,74,https://www.douban.com/group/topic/177163852/
1190,OBIW,【新人报道】211本985硕，大龄单身狗毕不了业找不到工作。,159,https://www.douban.com/group/topic/175865306/
1191,许知之,拖延症压ddl写完水课论文心态崩了,4,https://www.douban.com/group/topic/178806811/
1192,天蓝色,一年前的自己也是这般迷茫,16,https://www.douban.com/group/topic/177745203/
1193,豆原一柴🐶,组里这么多985，没有人考虑过人才引进么(主楼更新了搜索方法,23,https://www.douban.com/group/topic/177857231/
1194,牧木,［新人报道］18毕业985，放弃保研至今家里蹲（以及一些想说的话）,118,https://www.douban.com/group/topic/175830734/
1195,过得很好,有没有觉得身边的老师同学朋友都很好，只是自己太垃圾的……,9,https://www.douban.com/group/topic/178360623/
